day,population,activities,time,time_in_minutes
Year 2014_Sunday,20 - 29 years, Help to an adult household member ,,
Year 2014_Sunday,20 - 29 years,Voluntary work and meetings,02:55,175
Year 2014_Sunday,20 - 29 years, Organisational work ,02:57,177
Year 2014_Sunday,20 - 29 years, Informal help to other households,,
Year 2014_Sunday,20 - 29 years,Participatory activities,02:54,174
Year 2014_Sunday,20 - 29 years,Social life and entertainment  ,02:25,145
Year 2014_Sunday,20 - 29 years, Sociability,00:50,50
Year 2014_Sunday,20 - 29 years, Visiting and receiving visitors,02:04,124
Year 2014_Sunday,20 - 29 years, Culture,02:24,144
Year 2014_Sunday,20 - 29 years, Entertainment ,02:35,155
Year 2014_Sunday,20 - 29 years, Resting — Time out,00:30,30
Year 2014_Sunday,20 - 29 years,Sports and outdoor activities ,02:05,125
Year 2014_Sunday,20 - 29 years, Sports,02:06,126
Year 2014_Sunday,20 - 29 years,Outdoor activities ,01:31,91
Year 2014_Sunday,20 - 29 years,Hobbies and games,02:12,132
Year 2014_Sunday,20 - 29 years, Arts,02:27,147
Year 2014_Sunday,20 - 29 years, Collecting,,
Year 2014_Sunday,20 - 29 years, Computing,01:42,102
Year 2014_Sunday,20 - 29 years, Games,02:00,120
Year 2014_Sunday,20 - 29 years,Media,02:53,173
Year 2014_Sunday,20 - 29 years, Reading,00:55,55
Year 2014_Sunday,20 - 29 years," TV, video and dvd",02:47,167
Year 2014_Sunday,20 - 29 years," Listening to radio, music",01:06,66
Year 2014_Sunday,20 - 29 years,Travel,01:45,105
Year 2014_Sunday,20 - 29 years, Travel related to eating,00:53,53
Year 2014_Sunday,20 - 29 years, Travel to/from work,00:54,54
Year 2014_Sunday,20 - 29 years, Travel related to study,00:10,10
Year 2014_Sunday,20 - 29 years, Travel related to household care,00:39,39
Year 2014_Sunday,20 - 29 years, Travel related to voluntary work and meetings ,00:38,38
Year 2014_Sunday,20 - 29 years, Travel related to social life,01:23,83
Year 2014_Sunday,20 - 29 years, Travel related to sports,00:55,55
Year 2014_Sunday,20 - 29 years, Travel related to changing locality,02:44,164
Year 2014_Sunday,30 - 44 years,Personal care,13:07,787
Year 2014_Sunday,30 - 44 years,Sleep,09:59,599
Year 2014_Sunday,30 - 44 years,Eating,02:17,137
Year 2014_Sunday,30 - 44 years,Other personal care,00:53,53
Year 2014_Sunday,30 - 44 years,Employment,05:41,341
Year 2014_Sunday,30 - 44 years, Main job,05:49,349
Year 2014_Sunday,30 - 44 years, Job seeking,,
Year 2014_Sunday,30 - 44 years, Second job,02:42,162
Year 2014_Sunday,30 - 44 years,Study,01:38,98
Year 2014_Sunday,30 - 44 years, School or university,,
Year 2014_Sunday,30 - 44 years, Homework,02:28,148
Year 2014_Sunday,30 - 44 years, Free time study,00:57,57
Year 2014_Sunday,30 - 44 years,Household and family care,03:36,216
Year 2014_Sunday,30 - 44 years, Food management,01:18,78
Year 2014_Sunday,30 - 44 years, Household upkeep,00:57,57
Year 2014_Sunday,30 - 44 years, Making and care for textiles,00:59,59
Year 2014_Sunday,30 - 44 years, Gardening and pet care,01:38,98
Year 2014_Sunday,30 - 44 years, Construction and repairs,01:51,111
Year 2014_Sunday,30 - 44 years, Shopping and services (excluding online services),00:47,47
Year 2014_Sunday,30 - 44 years, Household management (excluding online services),00:59,59
Year 2014_Sunday,30 - 44 years, Childcare (less than 17 years) ,02:07,127
Year 2014_Sunday,30 - 44 years, Help to an adult household member ,00:40,40
Year 2014_Sunday,30 - 44 years,Voluntary work and meetings,01:24,84
Year 2014_Sunday,30 - 44 years, Organisational work ,00:40,40
Year 2014_Sunday,30 - 44 years, Informal help to other households,02:09,129
Year 2014_Sunday,30 - 44 years,Participatory activities,01:13,73
Year 2014_Sunday,30 - 44 years,Social life and entertainment  ,02:02,122
Year 2014_Sunday,30 - 44 years, Sociability,00:53,53
Year 2014_Sunday,30 - 44 years, Visiting and receiving visitors,01:38,98
Year 2014_Sunday,30 - 44 years, Culture,01:59,119
Year 2014_Sunday,30 - 44 years, Entertainment ,02:20,140
Year 2014_Sunday,30 - 44 years, Resting — Time out,00:26,26
Year 2014_Sunday,30 - 44 years,Sports and outdoor activities ,02:14,134
Year 2014_Sunday,30 - 44 years, Sports,02:09,129
Year 2014_Sunday,30 - 44 years,Outdoor activities ,04:01,241
Year 2014_Sunday,30 - 44 years,Hobbies and games,01:36,96
Year 2014_Sunday,30 - 44 years, Arts,01:44,104
Year 2014_Sunday,30 - 44 years, Collecting,,
Year 2014_Sunday,30 - 44 years, Computing,01:22,82
Year 2014_Sunday,30 - 44 years, Games,01:33,93
Year 2014_Sunday,30 - 44 years,Media,02:51,171
Year 2014_Sunday,30 - 44 years, Reading,01:12,72
Year 2014_Sunday,30 - 44 years," TV, video and dvd",02:41,161
Year 2014_Sunday,30 - 44 years," Listening to radio, music",00:36,36
Year 2014_Sunday,30 - 44 years,Travel,01:28,88
Year 2014_Sunday,30 - 44 years, Travel related to eating,00:34,34
Year 2014_Sunday,30 - 44 years, Travel to/from work,00:50,50
Year 2014_Sunday,30 - 44 years, Travel related to study,00:40,40
Year 2014_Sunday,30 - 44 years, Travel related to household care,00:55,55
Year 2014_Sunday,30 - 44 years, Travel related to voluntary work and meetings ,00:42,42
Year 2014_Sunday,30 - 44 years, Travel related to social life,01:07,67
Year 2014_Sunday,30 - 44 years, Travel related to sports,00:41,41
Year 2014_Sunday,30 - 44 years, Travel related to changing locality,02:22,142
Year 2014_Sunday,45 - 59 years,Personal care,13:07,787
Year 2014_Sunday,45 - 59 years,Sleep,09:57,597
Year 2014_Sunday,45 - 59 years,Eating,02:15,135
Year 2014_Sunday,45 - 59 years,Other personal care,00:56,56
Year 2014_Sunday,45 - 59 years,Employment,05:07,307
Year 2014_Sunday,45 - 59 years, Main job,05:02,302
Year 2014_Sunday,45 - 59 years, Job seeking,,
Year 2014_Sunday,45 - 59 years, Second job,07:50,470
Year 2014_Sunday,45 - 59 years,Study,00:51,51
Year 2014_Sunday,45 - 59 years, School or university,,
Year 2014_Sunday,45 - 59 years, Homework,00:40,40
Year 2014_Sunday,45 - 59 years, Free time study,00:56,56
Year 2014_Sunday,45 - 59 years,Household and family care,03:26,206
Year 2014_Sunday,45 - 59 years, Food management,01:31,91
Year 2014_Sunday,45 - 59 years, Household upkeep,00:58,58
Year 2014_Sunday,45 - 59 years, Making and care for textiles,01:06,66
Year 2014_Sunday,45 - 59 years, Gardening and pet care,01:25,85
Year 2014_Sunday,45 - 59 years, Construction and repairs,01:26,86
Year 2014_Sunday,45 - 59 years, Shopping and services (excluding online services),00:53,53
Year 2014_Sunday,45 - 59 years, Household management (excluding online services),00:59,59
Year 2014_Sunday,45 - 59 years, Childcare (less than 17 years) ,01:14,74
Year 2014_Sunday,45 - 59 years, Help to an adult household member ,01:30,90
Year 2014_Sunday,45 - 59 years,Voluntary work and meetings,01:20,80
Year 2014_Sunday,45 - 59 years, Organisational work ,02:09,129
Year 2014_Sunday,45 - 59 years, Informal help to other households,00:59,59
Year 2014_Sunday,45 - 59 years,Participatory activities,01:13,73
Year 2014_Sunday,45 - 59 years,Social life and entertainment  ,02:06,126
Year 2014_Sunday,45 - 59 years, Sociability,00:58,58
Year 2014_Sunday,45 - 59 years, Visiting and receiving visitors,01:51,111
Year 2014_Sunday,45 - 59 years, Culture,02:34,154
Year 2014_Sunday,45 - 59 years, Entertainment ,02:11,131
Year 2014_Sunday,45 - 59 years, Resting — Time out,00:36,36
Year 2014_Sunday,45 - 59 years,Sports and outdoor activities ,02:17,137
Year 2014_Sunday,45 - 59 years, Sports,02:12,132
Year 2014_Sunday,45 - 59 years,Outdoor activities ,04:44,284
Year 2014_Sunday,45 - 59 years,Hobbies and games,01:36,96
Year 2014_Sunday,45 - 59 years, Arts,01:35,95
Year 2014_Sunday,45 - 59 years, Collecting,,
Year 2014_Sunday,45 - 59 years, Computing,01:20,80
Year 2014_Sunday,45 - 59 years, Games,01:37,97
Year 2014_Sunday,45 - 59 years,Media,03:27,207
Year 2014_Sunday,45 - 59 years, Reading,01:09,69
Year 2014_Sunday,45 - 59 years," TV, video and dvd",03:09,189
Year 2014_Sunday,45 - 59 years," Listening to radio, music",00:28,28
Year 2014_Sunday,45 - 59 years,Travel,01:17,77
Year 2014_Sunday,45 - 59 years, Travel related to eating,00:51,51
Year 2014_Sunday,45 - 59 years, Travel to/from work,00:57,57
Year 2014_Sunday,45 - 59 years, Travel related to study,,
Year 2014_Sunday,45 - 59 years, Travel related to household care,00:45,45
Year 2014_Sunday,45 - 59 years, Travel related to voluntary work and meetings ,00:55,55
Year 2014_Sunday,45 - 59 years, Travel related to social life,01:05,65
Year 2014_Sunday,45 - 59 years, Travel related to sports,00:52,52
Year 2014_Sunday,45 - 59 years, Travel related to changing locality,00:30,30
Year 2014_Sunday,60 - 74 years,Personal care,12:53,773
Year 2014_Sunday,60 - 74 years,Sleep,09:35,575
Year 2014_Sunday,60 - 74 years,Eating,02:16,136
Year 2014_Sunday,60 - 74 years,Other personal care,01:02,62
Year 2014_Sunday,60 - 74 years,Employment,02:48,168
Year 2014_Sunday,60 - 74 years, Main job,02:48,168
Year 2014_Sunday,60 - 74 years, Job seeking,,
Year 2014_Sunday,60 - 74 years, Second job,,
Year 2014_Sunday,60 - 74 years,Study,,
Year 2014_Sunday,60 - 74 years, School or university,,
Year 2014_Sunday,60 - 74 years, Homework,,
Year 2014_Sunday,60 - 74 years, Free time study,,
Year 2014_Sunday,60 - 74 years,Household and family care,02:45,165
Year 2014_Sunday,60 - 74 years, Food management,01:18,78
Year 2014_Sunday,60 - 74 years, Household upkeep,00:51,51
Year 2014_Sunday,60 - 74 years, Making and care for textiles,01:01,61
Year 2014_Sunday,60 - 74 years, Gardening and pet care,01:27,87
Year 2014_Sunday,60 - 74 years, Construction and repairs,00:59,59
Year 2014_Sunday,60 - 74 years, Shopping and services (excluding online services),00:56,56
Year 2014_Sunday,60 - 74 years, Household management (excluding online services),00:54,54
Year 2014_Sunday,60 - 74 years, Childcare (less than 17 years) ,01:06,66
Year 2014_Sunday,60 - 74 years, Help to an adult household member ,,
Year 2014_Sunday,60 - 74 years,Voluntary work and meetings,01:47,107
Year 2014_Sunday,60 - 74 years, Organisational work ,02:36,156
Year 2014_Sunday,60 - 74 years, Informal help to other households,01:31,91
Year 2014_Sunday,60 - 74 years,Participatory activities,01:31,91
Year 2014_Sunday,60 - 74 years,Social life and entertainment  ,01:58,118
Year 2014_Sunday,60 - 74 years, Sociability,00:53,53
Year 2014_Sunday,60 - 74 years, Visiting and receiving visitors,01:46,106
Year 2014_Sunday,60 - 74 years, Culture,02:19,139
Year 2014_Sunday,60 - 74 years, Entertainment ,01:57,117
Year 2014_Sunday,60 - 74 years, Resting — Time out,00:48,48
Year 2014_Sunday,60 - 74 years,Sports and outdoor activities ,02:05,125
Year 2014_Sunday,60 - 74 years, Sports,02:04,124
Year 2014_Sunday,60 - 74 years,Outdoor activities ,05:50,350
Year 2014_Sunday,60 - 74 years,Hobbies and games,01:47,107
Year 2014_Sunday,60 - 74 years, Arts,02:02,122
Year 2014_Sunday,60 - 74 years, Collecting,,
Year 2014_Sunday,60 - 74 years, Computing,01:32,92
Year 2014_Sunday,60 - 74 years, Games,01:19,79
Year 2014_Sunday,60 - 74 years,Media,03:44,224
Year 2014_Sunday,60 - 74 years, Reading,01:09,69
Year 2014_Sunday,60 - 74 years," TV, video and dvd",03:19,199
Year 2014_Sunday,60 - 74 years," Listening to radio, music",00:25,25
Year 2014_Sunday,60 - 74 years,Travel,01:26,86
Year 2014_Sunday,60 - 74 years, Travel related to eating,00:59,59
Year 2014_Sunday,60 - 74 years, Travel to/from work,01:00,60
Year 2014_Sunday,60 - 74 years, Travel related to study,,
Year 2014_Sunday,60 - 74 years, Travel related to household care,00:55,55
Year 2014_Sunday,60 - 74 years, Travel related to voluntary work and meetings ,00:52,52
Year 2014_Sunday,60 - 74 years, Travel related to social life,01:13,73
Year 2014_Sunday,60 - 74 years, Travel related to sports,00:32,32
Year 2014_Sunday,60 - 74 years, Travel related to changing locality,00:51,51
Year 2014_Sunday,Luxembourgish,Personal care,13:13,793
Year 2014_Sunday,Luxembourgish,Sleep,10:06,606
Year 2014_Sunday,Luxembourgish,Eating,02:09,129
Year 2014_Sunday,Luxembourgish,Other personal care,01:00,60
Year 2014_Sunday,Luxembourgish,Employment,05:37,337
Year 2014_Sunday,Luxembourgish, Main job,05:47,347
Year 2014_Sunday,Luxembourgish, Job seeking,02:50,170
Year 2014_Sunday,Luxembourgish, Second job,02:40,160
Year 2014_Sunday,Luxembourgish,Study,02:07,127
Year 2014_Sunday,Luxembourgish, School or university,,
Year 2014_Sunday,Luxembourgish, Homework,02:15,135
Year 2014_Sunday,Luxembourgish, Free time study,00:57,57
Year 2014_Sunday,Luxembourgish,Household and family care,02:49,169
Year 2014_Sunday,Luxembourgish, Food management,01:13,73
Year 2014_Sunday,Luxembourgish, Household upkeep,00:51,51
Year 2014_Sunday,Luxembourgish, Making and care for textiles,00:53,53
Year 2014_Sunday,Luxembourgish, Gardening and pet care,01:27,87
Year 2014_Sunday,Luxembourgish, Construction and repairs,02:09,129
Year 2014_Sunday,Luxembourgish, Shopping and services (excluding online services),00:46,46
Year 2014_Sunday,Luxembourgish, Household management (excluding online services),00:52,52
Year 2014_Sunday,Luxembourgish, Childcare (less than 17 years) ,01:46,106
Year 2014_Sunday,Luxembourgish, Help to an adult household member ,01:20,80
Year 2014_Sunday,Luxembourgish,Voluntary work and meetings,01:18,78
Year 2014_Sunday,Luxembourgish, Organisational work ,02:00,120
Year 2014_Sunday,Luxembourgish, Informal help to other households,00:55,55
Year 2014_Sunday,Luxembourgish,Participatory activities,01:02,62
Year 2014_Sunday,Luxembourgish,Social life and entertainment  ,02:23,143
Year 2014_Sunday,Luxembourgish, Sociability,00:59,59
Year 2014_Sunday,Luxembourgish, Visiting and receiving visitors,01:49,109
Year 2014_Sunday,Luxembourgish, Culture,02:15,135
Year 2014_Sunday,Luxembourgish, Entertainment ,02:48,168
Year 2014_Sunday,Luxembourgish, Resting — Time out,00:42,42
Year 2014_Sunday,Luxembourgish,Sports and outdoor activities ,02:04,124
Year 2014_Sunday,Luxembourgish, Sports,02:02,122
Year 2014_Sunday,Luxembourgish,Outdoor activities ,04:20,260
Year 2014_Sunday,Luxembourgish,Hobbies and games,01:54,114
Year 2014_Sunday,Luxembourgish, Arts,01:46,106
Year 2014_Sunday,Luxembourgish, Collecting,,
Year 2014_Sunday,Luxembourgish, Computing,01:34,94
Year 2014_Sunday,Luxembourgish, Games,01:41,101
Year 2014_Sunday,Luxembourgish,Media,03:20,200
Year 2014_Sunday,Luxembourgish, Reading,01:08,68
Year 2014_Sunday,Luxembourgish," TV, video and dvd",03:01,181
Year 2014_Sunday,Luxembourgish," Listening to radio, music",00:49,49
Year 2014_Sunday,Luxembourgish,Travel,01:26,86
Year 2014_Sunday,Luxembourgish, Travel related to eating,00:40,40
Year 2014_Sunday,Luxembourgish, Travel to/from work,00:54,54
Year 2014_Sunday,Luxembourgish, Travel related to study,00:32,32
Year 2014_Sunday,Luxembourgish, Travel related to household care,00:49,49
Year 2014_Sunday,Luxembourgish, Travel related to voluntary work and meetings ,00:36,36
Year 2014_Sunday,Luxembourgish, Travel related to social life,01:14,74
Year 2014_Sunday,Luxembourgish, Travel related to sports,00:56,56
Year 2014_Sunday,Luxembourgish, Travel related to changing locality,00:40,40
Year 2014_Sunday,Portuguese,Personal care,14:05,845
Year 2014_Sunday,Portuguese,Sleep,11:01,661
Year 2014_Sunday,Portuguese,Eating,02:14,134
Year 2014_Sunday,Portuguese,Other personal care,00:54,54
Year 2014_Sunday,Portuguese,Employment,05:30,330
Year 2014_Sunday,Portuguese, Main job,05:36,336
Year 2014_Sunday,Portuguese, Job seeking,,
Year 2014_Sunday,Portuguese, Second job,04:53,293
Year 2014_Sunday,Portuguese,Study,02:46,166
Year 2014_Sunday,Portuguese, School or university,,
Year 2014_Sunday,Portuguese, Homework,02:43,163
Year 2014_Sunday,Portuguese, Free time study,00:40,40
Year 2014_Sunday,Portuguese,Household and family care,03:02,182
Year 2014_Sunday,Portuguese, Food management,01:25,85
Year 2014_Sunday,Portuguese, Household upkeep,01:05,65
Year 2014_Sunday,Portuguese, Making and care for textiles,01:04,64
Year 2014_Sunday,Portuguese, Gardening and pet care,01:55,115
Year 2014_Sunday,Portuguese, Construction and repairs,01:59,119
Year 2014_Sunday,Portuguese, Shopping and services (excluding online services),01:18,78
Year 2014_Sunday,Portuguese, Household management (excluding online services),00:22,22
Year 2014_Sunday,Portuguese, Childcare (less than 17 years) ,01:37,97
Year 2014_Sunday,Portuguese, Help to an adult household member ,03:10,190
Year 2014_Sunday,Portuguese,Voluntary work and meetings,02:02,122
Year 2014_Sunday,Portuguese, Organisational work ,,
Year 2014_Sunday,Portuguese, Informal help to other households,03:46,226
Year 2014_Sunday,Portuguese,Participatory activities,01:19,79
Year 2014_Sunday,Portuguese,Social life and entertainment  ,01:59,119
Year 2014_Sunday,Portuguese, Sociability,01:09,69
Year 2014_Sunday,Portuguese, Visiting and receiving visitors,01:45,105
Year 2014_Sunday,Portuguese, Culture,02:45,165
Year 2014_Sunday,Portuguese, Entertainment ,02:01,121
Year 2014_Sunday,Portuguese, Resting — Time out,00:32,32
Year 2014_Sunday,Portuguese,Sports and outdoor activities ,02:09,129
Year 2014_Sunday,Portuguese, Sports,02:01,121
Year 2014_Sunday,Portuguese,Outdoor activities ,04:19,259
Year 2014_Sunday,Portuguese,Hobbies and games,02:09,129
Year 2014_Sunday,Portuguese, Arts,02:33,153
Year 2014_Sunday,Portuguese, Collecting,,
Year 2014_Sunday,Portuguese, Computing,01:41,101
Year 2014_Sunday,Portuguese, Games,02:02,122
Year 2014_Sunday,Portuguese,Media,02:59,179
Year 2014_Sunday,Portuguese, Reading,01:05,65
Year 2014_Sunday,Portuguese," TV, video and dvd",02:53,173
Year 2014_Sunday,Portuguese," Listening to radio, music",00:43,43
Year 2014_Sunday,Portuguese,Travel,01:14,74
Year 2014_Sunday,Portuguese, Travel related to eating,00:42,42
Year 2014_Sunday,Portuguese, Travel to/from work,00:48,48
Year 2014_Sunday,Portuguese, Travel related to study,,
Year 2014_Sunday,Portuguese, Travel related to household care,00:46,46
Year 2014_Sunday,Portuguese, Travel related to voluntary work and meetings ,01:24,84
Year 2014_Sunday,Portuguese, Travel related to social life,01:06,66
Year 2014_Sunday,Portuguese, Travel related to sports,00:28,28
Year 2014_Sunday,Portuguese, Travel related to changing locality,00:40,40
Year 2014_Sunday,Other nationalities,Personal care,12:59,779
Year 2014_Sunday,Other nationalities,Sleep,09:54,594
Year 2014_Sunday,Other nationalities,Eating,02:14,134
Year 2014_Sunday,Other nationalities,Other personal care,00:54,54
Year 2014_Sunday,Other nationalities,Employment,04:02,242
Year 2014_Sunday,Other nationalities, Main job,04:02,242
Year 2014_Sunday,Other nationalities, Job seeking,,
Year 2014_Sunday,Other nationalities, Second job,,
Year 2014_Sunday,Other nationalities,Study,02:36,156
Year 2014_Sunday,Other nationalities, School or university,,
Year 2014_Sunday,Other nationalities, Homework,02:40,160
Year 2014_Sunday,Other nationalities, Free time study,00:25,25
Year 2014_Sunday,Other nationalities,Household and family care,03:25,205
Year 2014_Sunday,Other nationalities, Food management,01:24,84
Year 2014_Sunday,Other nationalities, Household upkeep,00:52,52
Year 2014_Sunday,Other nationalities, Making and care for textiles,01:04,64
Year 2014_Sunday,Other nationalities, Gardening and pet care,01:10,70
Year 2014_Sunday,Other nationalities, Construction and repairs,01:04,64
Year 2014_Sunday,Other nationalities, Shopping and services (excluding online services),00:52,52
Year 2014_Sunday,Other nationalities, Household management (excluding online services),01:07,67
Year 2014_Sunday,Other nationalities, Childcare (less than 17 years) ,02:21,141
Year 2014_Sunday,Other nationalities, Help to an adult household member ,00:44,44
Year 2014_Sunday,Other nationalities,Voluntary work and meetings,01:40,100
Year 2014_Sunday,Other nationalities, Organisational work ,02:36,156
Year 2014_Sunday,Other nationalities, Informal help to other households,01:02,62
Year 2014_Sunday,Other nationalities,Participatory activities,01:47,107
Year 2014_Sunday,Other nationalities,Social life and entertainment  ,01:42,102
Year 2014_Sunday,Other nationalities, Sociability,00:45,45
Year 2014_Sunday,Other nationalities, Visiting and receiving visitors,01:46,106
Year 2014_Sunday,Other nationalities, Culture,02:19,139
Year 2014_Sunday,Other nationalities, Entertainment ,01:52,112
Year 2014_Sunday,Other nationalities, Resting — Time out,00:24,24
Year 2014_Sunday,Other nationalities,Sports and outdoor activities ,02:23,143
Year 2014_Sunday,Other nationalities, Sports,02:23,143
Year 2014_Sunday,Other nationalities,Outdoor activities ,01:24,84
Year 2014_Sunday,Other nationalities,Hobbies and games,01:49,109
Year 2014_Sunday,Other nationalities, Arts,02:00,120
Year 2014_Sunday,Other nationalities, Collecting,,
Year 2014_Sunday,Other nationalities, Computing,01:20,80
Year 2014_Sunday,Other nationalities, Games,01:54,114
Year 2014_Sunday,Other nationalities,Media,02:58,178
Year 2014_Sunday,Other nationalities, Reading,01:14,74
Year 2014_Sunday,Other nationalities," TV, video and dvd",02:46,166
Year 2014_Sunday,Other nationalities," Listening to radio, music",00:28,28
Year 2014_Sunday,Other nationalities,Travel,01:39,99
Year 2014_Sunday,Other nationalities, Travel related to eating,00:57,57
Year 2014_Sunday,Other nationalities, Travel to/from work,00:50,50
Year 2014_Sunday,Other nationalities, Travel related to study,,
Year 2014_Sunday,Other nationalities, Travel related to household care,00:50,50
Year 2014_Sunday,Other nationalities, Travel related to voluntary work and meetings ,00:45,45
Year 2014_Sunday,Other nationalities, Travel related to social life,01:16,76
Year 2014_Sunday,Other nationalities, Travel related to sports,00:31,31
Year 2014_Sunday,Other nationalities, Travel related to changing locality,02:34,154
Year 2014_Sunday,Single person household,Personal care,13:14,794
Year 2014_Sunday,Single person household,Sleep,10:10,610
Year 2014_Sunday,Single person household,Eating,02:08,128
Year 2014_Sunday,Single person household,Other personal care,00:56,56
Year 2014_Sunday,Single person household,Employment,01:53,113
Year 2014_Sunday,Single person household, Main job,01:53,113
Year 2014_Sunday,Single person household, Job seeking,,
Year 2014_Sunday,Single person household, Second job,,
Year 2014_Sunday,Single person household,Study,02:44,164
Year 2014_Sunday,Single person household, School or university,,
Year 2014_Sunday,Single person household, Homework,02:56,176
Year 2014_Sunday,Single person household, Free time study,01:30,90
Year 2014_Sunday,Single person household,Household and family care,02:28,148
Year 2014_Sunday,Single person household, Food management,01:13,73
Year 2014_Sunday,Single person household, Household upkeep,00:51,51
Year 2014_Sunday,Single person household, Making and care for textiles,00:58,58
Year 2014_Sunday,Single person household, Gardening and pet care,01:57,117
Year 2014_Sunday,Single person household, Construction and repairs,01:05,65
Year 2014_Sunday,Single person household, Shopping and services (excluding online services),00:30,30
Year 2014_Sunday,Single person household, Household management (excluding online services),00:54,54
Year 2014_Sunday,Single person household, Childcare (less than 17 years) ,,
Year 2014_Sunday,Single person household, Help to an adult household member ,,
Year 2014_Sunday,Single person household,Voluntary work and meetings,01:28,88
Year 2014_Sunday,Single person household, Organisational work ,00:40,40
Year 2014_Sunday,Single person household, Informal help to other households,01:08,68
Year 2014_Sunday,Single person household,Participatory activities,02:07,127
Year 2014_Sunday,Single person household,Social life and entertainment  ,02:06,126
Year 2014_Sunday,Single person household, Sociability,00:32,32
Year 2014_Sunday,Single person household, Visiting and receiving visitors,02:01,121
Year 2014_Sunday,Single person household, Culture,01:33,93
Year 2014_Sunday,Single person household, Entertainment ,02:07,127
Year 2014_Sunday,Single person household, Resting — Time out,00:15,15
Year 2014_Sunday,Single person household,Sports and outdoor activities ,02:16,136
Year 2014_Sunday,Single person household, Sports,02:16,136
Year 2014_Sunday,Single person household,Outdoor activities ,,
Year 2014_Sunday,Single person household,Hobbies and games,01:50,110
Year 2014_Sunday,Single person household, Arts,03:00,180
Year 2014_Sunday,Single person household, Collecting,,
Year 2014_Sunday,Single person household, Computing,01:33,93
Year 2014_Sunday,Single person household, Games,01:52,112
Year 2014_Sunday,Single person household,Media,02:58,178
Year 2014_Sunday,Single person household, Reading,01:15,75
Year 2014_Sunday,Single person household," TV, video and dvd",02:39,159
Year 2014_Sunday,Single person household," Listening to radio, music",00:26,26
Year 2014_Sunday,Single person household,Travel,01:35,95
Year 2014_Sunday,Single person household, Travel related to eating,00:42,42
Year 2014_Sunday,Single person household, Travel to/from work,00:30,30
Year 2014_Sunday,Single person household, Travel related to study,00:40,40
Year 2014_Sunday,Single person household, Travel related to household care,01:01,61
Year 2014_Sunday,Single person household, Travel related to voluntary work and meetings ,00:29,29
Year 2014_Sunday,Single person household, Travel related to social life,01:12,72
Year 2014_Sunday,Single person household, Travel related to sports,00:16,16
Year 2014_Sunday,Single person household, Travel related to changing locality,03:16,196
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Personal care,12:43,763
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Sleep,09:39,579
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Eating,02:11,131
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Other personal care,00:56,56
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Employment,06:08,368
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Main job,06:15,375
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Job seeking,,
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Second job,04:28,268
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Study,00:30,30
Year 2014_Sunday,Two or more adults and at least one child (<18 years), School or university,,
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Homework,00:40,40
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Free time study,00:26,26
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Household and family care,04:07,247
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Food management,01:25,85
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Household upkeep,01:01,61
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Making and care for textiles,01:03,63
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Gardening and pet care,01:19,79
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Construction and repairs,02:04,124
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Shopping and services (excluding online services),00:55,55
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Household management (excluding online services),00:57,57
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Childcare (less than 17 years) ,02:05,125
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Help to an adult household member ,01:32,92
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Voluntary work and meetings,01:03,63
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Organisational work ,03:06,186
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Informal help to other households,00:28,28
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Participatory activities,00:53,53
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Social life and entertainment  ,02:15,135
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Sociability,00:58,58
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Visiting and receiving visitors,01:39,99
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Culture,02:17,137
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Entertainment ,02:39,159
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Resting — Time out,00:32,32
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Sports and outdoor activities ,02:13,133
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Sports,02:03,123
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Outdoor activities ,03:59,239
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Hobbies and games,01:33,93
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Arts,01:30,90
