age,educ,exper,hours,wage,faminc,nkids,city
38,12,9,1220,0,16917,4,1
37,13,19,1579,4.5,13350,3,0
37,12,4,1080,8.6111,24000,2,1
53,12,11,0,0,23426,1,1
46,12,14,1880,4.9763,39750,3,0
46,12,0,800,1.8519,26000,0,1
59,12,45,537,3.2313,7286,0,1
48,9,2,0,2.6375,8311,2,1
47,10,12,0,0,24686,5,0
48,12,13,156,1.1987,30623,1,0
30,12,24,0,0,17505,1,1
35,14,15,2088,9.5785,36550,4,1
40,12,8,160,3.46,16736,0,1
41,12,6,1900,2,17930,4,0
39,17,14,2149,3.4615,17800,4,0
42,7,9,0,2,16500,0,1
46,12,14,1000,3,26000,0,1
33,13,6,532,2.6375,31700,1,1
31,16,19,3225,0.1616,12487,0,0
50,10,2,0,0,8009,3,0
51,12,0,0,0,26680,1,1
51,12,23,1800,0,14500,0,1
57,5,0,0,0,12900,0,0
34,10,4,240,1.2227,21025,0,1
49,12,29,2058,2.7174,14545,0,1
53,12,4,550,0,40500,1,0
41,12,17,4950,0.1616,18700,2,0
43,12,6,1128,2.1234,15519,0,1
37,12,24,2110,4.9763,15096,2,0
53,12,23,1923,4.7421,26060,0,1
48,11,8,0,0,21195,1,1
51,12,10,0,0,15550,1,1
32,12,2,1910,2.6375,17350,1,1
43,17,11,2143,5.0872,24400,1,1
51,10,5,0,0,18290,0,1
57,12,0,0,0,35910,0,1
52,12,9,0,0,12400,0,0
45,12,13,2064,5.4585,15000,1,0
33,12,5,0,0,9450,2,0
32,15,14,2000,8.9286,21950,2,0
39,17,2,1984,21.429,9400,0,1
57,14,24,1785,2.5,12800,0,1
49,12,12,0,3.1666,21800,0,1
57,12,7,0,0,15800,0,1
32,12,8,0,0,17400,3,0
55,13,27,1880,5.787,13400,0,0
44,12,6,480,2.5,12198,4,0
32,12,1,0,0,7286,3,0
54,12,9,0,0,35000,0,1
33,11,4,0,0,14090,3,1
37,12,11,675,2.6667,20960,1,1
37,6,5,0,0,22159,1,1
49,12,14,1823,3.354,27760,1,1
55,12,12,1089,2.9891,34550,0,1
45,16,27,1316,8.19,24656,0,1
37,12,8,0,0,15500,1,0
49,12,3,0,0,31000,2,0
35,12,11,675,2.6667,20960,2,0
41,16,1,1568,1.1111,90800,2,0
32,14,12,800,5.4167,26900,3,1
57,12,14,15,0,24751,0,1
32,13,8,1878,4.5503,24900,1,0
52,12,11,0,23.467,16500,2,1
30,14,2,0,0,37250,4,1
51,14,14,0,1.3889,20220,1,1
44,12,8,0,0,40500,1,1
45,11,14,1823,0,21768,1,1
44,12,3,0,0,9800,2,1
30,16,29,1740,6.4775,38800,0,1
34,9,8,1348,1.6264,12048,4,1
47,7,2,0,0,21800,2,1
49,12,2,0,0,11000,1,1
44,11,25,1458,2.1262,20405,2,0
35,14,0,0,0,30800,4,0
34,16,19,1809,4.8583,14800,1,1
36,11,12,1880,2.1545,15850,0,0
35,17,21,3000,8.4224,37300,0,1
44,12,3,0,0,30800,4,0
31,12,10,2317,4.6875,14300,1,0
47,12,29,2419,3.6687,13399,2,1
36,12,2,372,4,29612,6,0
58,12,32,2032,4.7872,18180,0,0
46,12,15,0,3.3159,18800,2,0
36,12,5,0,0,18220,3,1
41,12,0,0,0,30650,5,1
59,10,27,1840,1.7163,37000,0,1
36,15,2,0,0,58500,6,1
51,12,18,610,2.5641,8117,0,1
31,16,9,561,2.7629,12925,2,1
35,10,15,1960,4.0816,22225,2,0
43,9,17,15,0,18000,1,1
51,12,11,1670,2.3896,32685,0,1
54,12,19,1579,3.1666,16500,0,1
59,12,10,0,0,24466,0,1
51,12,20,848,2.3585,13075,0,1
52,12,20,0,2.7,20177,0,1
44,10,9,1089,0,28069,0,1
48,12,12,0,0,9952,2,0
50,12,2,0,1.599,30300,2,1
54,12,7,0,0,19876,1,1
52,12,25,0,0,15500,0,0
33,12,9,1450,2.907,9450,2,0
42,8,9,0,0,7500,4,1
36,12,4,0,0,15652,3,1
51,12,7,0,1.6,28900,0,1
41,9,9,2030,4.6875,24000,3,0
48,12,2,1000,0.6482,62060,1,0
43,12,10,0,0,12160,3,0
43,17,2,456,1.7435,30800,2,1
31,12,4,0,0,5330,2,0
40,12,11,1872,2.3753,6000,2,0
41,16,14,800,5.5556,17300,2,1
33,15,11,1820,2.4725,21520,2,0
43,10,11,1848,3.6364,22500,3,0
45,16,19,757,4.3956,14500,2,1
52,9,9,716,3.4916,10700,0,0
41,12,5,394,2.6738,18900,1,1
38,12,6,0,0,14136,3,1
43,12,7,288,4.1667,23820,2,1
43,12,10,90,0,13075,0,1
49,12,3,0,0,11000,1,1
35,12,12,0,0,6000,4,1
43,12,11,1520,2,13066,0,0
47,7,3,0,0,6740,2,1
37,12,4,90,3.9333,12198,1,1
44,14,16,2419,4.7986,28316,0,1
48,14,12,1327,2.4457,8311,0,1
38,10,13,1800,4.4859,21943,1,1
31,12,9,1830,4.0437,15519,3,0
37,17,12,0,0,43210,3,1
34,12,3,0,0,15500,3,1
40,12,5,0,0,21000,3,1
38,16,5,1253,6.2275,42430,3,1
48,12,18,156,0,15500,0,0
54,14,8,0,0,41500,0,0
43,12,5,0,0,16500,1,1
45,13,16,1040,5.8511,24600,1,0
34,12,11,2032,2.9167,15850,0,1
43,12,3,1823,1.5385,14300,2,0
31,17,4,480,0,28316,3,1
54,12,21,1878,2.4457,36000,0,1
46,17,13,180,5.532,28000,1,1
48,16,3,0,4.2105,28900,1,1
34,16,11,1680,8.9286,33220,1,1
35,16,5,0,1.2227,21950,3,1
48,8,0,0,0,14400,0,0
37,12,2,215,1.8605,17900,3,0
41,7,5,0,0,10867,4,1
48,9,8,1656,2.1234,15150,2,0
40,12,3,0,0,17200,3,1
34,13,2,413,2.4213,27000,0,0
45,13,16,1880,1.5845,24500,2,1
32,16,4,1803,1.8605,24200,2,1
47,12,3,910,2.9167,52645,3,1
48,12,26,1960,5.4945,24135,0,1
30,12,13,2058,0,19392,1,0
43,12,9,1663,5.7259,21700,3,0
32,11,4,772,0,15150,1,1
34,12,0,0,0,25100,2,0
37,16,10,1355,3.1975,37100,2,1
39,17,12,3087,17.907,26820,3,1
34,12,16,760,0,18795,3,1
51,12,10,394,0,45250,3,1
52,12,15,0,3.6364,18550,2,1
34,16,0,239,0,24106,2,1
44,12,23,1440,4.4,38800,2,1
37,12,4,1404,3.5613,39500,1,1
57,12,23,215,2.6375,13900,0,0
55,13,19,2000,4,24200,0,1
50,12,3,0,0,29400,1,1
47,8,6,0,0,28200,3,0
45,16,5,0,0,25700,2,1
51,12,10,1275,0,35000,0,1
47,12,10,0,0,17700,1,1
59,12,9,0,0,16476,0,0
31,12,14,1960,2.205,17302,2,1
37,10,2,0,1.5345,30623,1,1
46,12,7,0,0,32000,0,1
57,16,8,15,2.9412,91044,2,0
49,11,8,0,0,18290,0,1
45,17,22,1440,8.3333,25490,0,0
32,12,4,1456,2.9,31000,2,1
48,16,6,1302,5.1648,28900,0,1
36,11,7,900,0,21620,1,1
40,12,8,0,3.75,16658,1,0
49,12,1,0,0,8000,0,0
37,11,0,0,0,27000,1,1
33,11,15,1878,3.0277,21950,2,0
54,17,11,1440,1.75,52645,2,1
40,17,3,0,5.3398,50300,0,1
54,10,10,0,0,21800,0,1
48,12,13,156,1.1987,10190,3,0
43,12,8,1976,4.5503,24900,1,0
57,5,0,0,0,6340,0,0
55,8,15,0,0,13400,1,1
43,13,10,0,0,17400,1,1
31,16,7,63,2.1798,23750,4,1
36,14,23,2025,7.0153,18000,3,0
34,16,20,608,8.2237,19742,0,1
45,5,20,2318,0,9380,0,1
44,15,9,340,0,18000,2,1
34,12,16,690,1.1594,14800,1,0
55,8,8,0,0,13400,1,1
45,17,9,0,0,31100,4,1
31,12,0,0,0,37752,2,0
47,14,8,988,2,19000,1,1
51,9,5,0,0,14756,3,1
47,16,4,200,3,31100,3,1
46,17,14,1960,5.2326,50750,1,1
36,12,22,1803,25,41800,0,1
38,12,4,0,2.907,16500,1,1
42,12,2,0,0,26868,3,1
47,12,11,0,2.6839,14700,2,0
47,12,17,3686,3.2313,5000,2,1
44,12,4,0,0,21700,4,0
32,17,11,1000,1,40213,4,0
47,14,10,1040,1.5385,22962,2,1
54,12,19,1173,1.1217,36550,0,1
43,8,6,846,3.2134,11920,2,1
36,12,0,0,0,30650,5,1
50,17,24,1785,3.4174,24250,0,1
47,12,10,0,0,21100,0,0
30,12,15,980,3.0612,30000,1,1
58,12,10,394,1.6927,24600,0,1
32,14,10,0,0,14700,2,0
57,16,15,0,5.4167,28900,1,1
51,12,13,0,0,14800,2,1
30,12,3,0,0,24350,2,1
34,12,4,0,3.4722,7000,2,0
30,14,3,0,0,15850,2,0
32,12,14,1610,3.354,16310,4,0
47,12,5,480,1.6667,33000,1,1
36,17,19,120,25,38800,3,1
40,12,2,15,0,14136,3,0
35,11,1,270,1.4815,21025,4,1
47,10,8,180,1.6667,31100,1,1
52,10,34,2261,1.8762,7574,0,1
47,12,4,394,0.3571,21450,1,0
31,12,7,980,2.1545,12487,4,1
58,14,6,1174,0,63500,0,1
36,12,1,2340,0.1282,28200,3,0
48,12,24,1715,4.9819,34220,1,1
35,12,12,800,0,18400,2,1
48,12,5,0,0,37752,2,0
48,12,14,0,0,18000,1,1
39,8,4,0,0,21500,3,1
41,12,2,547,0.819,16771,3,0
31,12,6,1960,5.8511,14090,1,0
42,11,16,2208,2.3747,19742,1,1
45,13,25,1670,4.5918,24860,2,0
43,12,25,660,0.1282,11920,2,1
30,17,6,240,2.2668,30419,2,0
45,12,4,0,0,12646,0,0
49,12,1,0,0,31431,0,0
34,13,4,600,2.4213,13700,2,0
35,12,4,0,0,20500,3,1
52,12,28,1920,14.631,37300,0,1
44,12,15,0,0,15550,3,1
37,14,0,340,1.1765,15300,8,0
47,12,8,0,0,24466,2,1
43,14,14,0,3.445,26921,0,1
49,11,14,1440,4.0816,17100,1,0
47,12,14,1656,1.8578,37752,3,0
36,16,3,1202,6.8182,14500,4,0
33,12,14,980,4.2347,30000,1,1
44,12,3,0,0,13126,3,0
44,10,12,337,0,21650,1,0
58,12,24,2141,4.1489,31000,0,1
33,16,6,0,0.6642,31800,3,1
34,12,2,0,0,17500,1,1
35,14,2,0,0,36000,4,1
36,14,0,0,0,21768,1,0
35,17,11,1302,2.7778,30600,3,1
55,12,22,0,4.6875,58500,0,1
49,5,6,0,0,6531,0,0
55,16,14,0,0,35500,0,0
42,13,11,215,3.3333,32685,4,1
56,16,16,1600,4.0437,57300,0,1
37,16,5,0,2.3185,16658,8,1
30,12,4,0,0,23260,0,0
31,12,10,0,0,16050,2,0
42,12,6,0,0,22600,4,0
30,11,10,1984,4.2339,19600,2,0
42,10,18,0,0,18400,4,0
59,10,3,0,0,18290,1,1
54,12,2,0,0,16120,2,0
46,11,1,520,3.4615,17800,4,0
30,12,7,1840,2.9891,19500,0,0
44,12,10,0,0,13390,1,0
31,14,2,0,0,19000,3,0
49,12,19,2147,9.3294,27000,0,1
32,8,0,0,0,12646,4,1
30,15,14,0,0,18450,2,0
34,12,4,1984,3.4722,37300,2,0
51,12,15,1388,11.933,15000,1,0
39,12,8,225,0,24000,8,1
53,13,8,384,2.931,26921,1,1
30,12,9,0,0,20500,4,1
37,12,14,1904,4.7269,19150,3,0
57,12,22,720,2.7961,29400,1,1
32,11,4,0,1.6667,12180,1,1
54,8,10,0,0,7720,2,0
30,13,3,0,2.7778,13600,3,1
55,12,11,0,0,17505,0,1
42,15,5,0,4,31600,2,1
53,12,30,0,0,30000,1,0
30,12,0,0,0,25100,2,0
30,14,2,0,0,18010,3,1
49,16,22,2030,6.25,17350,0,1
53,12,0,0,0,10700,0,0
57,5,0,0,0,6340,0,0
43,14,19,240,1.25,37600,3,1
37,12,2,215,0,20000,3,0
34,13,13,675,3.6757,13755,0,1
58,12,38,1785,5.1648,22650,0,1
41,12,0,1984,4.2339,32600,2,1
40,15,1,0,0,20200,3,1
40,16,2,0,4.0625,20883,3,1
31,8,10,0,0,7720,2,0
31,12,2,2581,1.7435,43210,2,1
33,12,7,0,0,5965,3,1
34,12,3,0,0,5330,2,0
48,13,5,0,0,26613,1,0
31,12,15,0,5.4113,36000,1,0
50,5,9,372,0,12405,0,1
46,13,8,2090,9.8611,29000,1,1
34,12,4,0,0,21823,5,0
36,10,10,0,0,15500,4,0
30,12,10,500,2.6375,17930,3,0
42,9,14,0,0,17400,3,1
50,12,9,0,4.1667,8400,1,0
31,12,12,0,0,16682,1,1
55,11,15,1200,2.8818,13700,0,1
43,10,5,0,0,21800,1,1
39,16,15,1500,4.2877,32600,2,1
45,12,5,1101,0,22000,2,1
33,11,28,1080,3.3333,32275,3,1
53,14,33,2147,5.1352,24717,0,1
46,12,27,1880,4.7872,29500,0,0
48,12,11,675,0,13200,2,0
42,12,2,0,0,24400,1,1
54,12,0,0,3.0416,16300,1,1
30,12,1,0,0,33100,2,1
39,12,10,0,17.907,24656,0,0
48,12,23,1327,2.6375,8311,0,1
30,16,12,215,0,15100,2,0
33,16,5,2215,4,36525,2,1
42,9,2,0,0,10000,0,1
36,14,6,1984,5.2521,50750,1,1
47,12,7,0,0,12646,0,1
48,12,14,0,0,15850,1,0
47,12,9,1984,2.0833,25516,0,1
37,12,1,0,0,14750,4,0
36,14,6,384,1.3333,32650,4,1
46,9,3,0,0,13250,2,1
46,16,6,1877,6.9901,79750,1,1
54,12,15,0,0,17930,1,1
59,12,7,0,0,16476,1,1
36,12,5,0,0,16700,2,1
45,12,4,0,0,18874,3,1
38,17,4,1260,5.3826,20883,2,1
47,12,26,1410,3.2313,7300,3,0
53,14,30,2090,3.0952,12180,0,1
31,12,6,196,2.1429,12807,4,1
59,12,3,0,0,42430,0,1
47,11,12,0,0.3571,12500,1,1
35,12,9,0,0,17200,2,1
35,12,15,2540,6.6327,35200,4,1
31,10,2,0,0,14500,1,0
53,14,4,480,6.875,23900,0,1
35,17,7,0,0,28450,4,1
47,12,2,0,0,32650,2,1
50,12,11,0,0,40900,0,1
51,13,20,1220,2.9388,30200,2,1
47,12,0,1494,2.4725,15100,1,1
31,16,9,1052,4.0437,19900,0,1
34,12,4,0,0,13700,4,1
48,12,4,0,0,22995,2,1
54,16,20,0,5.0872,57000,0,1
47,12,4,270,0,21450,1,1
51,12,0,1400,3.5714,23100,0,1
45,13,6,394,0,9563,0,0
45,12,15,1969,4.063,26868,4,1
35,11,1,0,0,6985,3,0
39,12,13,0,5.8671,24760,3,1
48,16,8,0,4.5375,28900,0,1
42,8,15,0,0,15189,3,0
33,12,13,0,0,15000,4,1
52,16,22,3225,3.0416,21152,0,1
33,12,8,1944,4.698,37600,3,1
31,16,25,1500,5.787,13066,0,1
52,12,20,0,0,15300,0,1
51,10,13,0,0,7608,0,1
56,11,0,0,0,22150,0,1
36,12,1,780,1.641,10455,3,0
59,17,22,120,25,23300,0,1
34,12,0,0,0,15700,4,1
45,12,2,0,0,16100,1,1
47,14,6,0,0,19000,1,1
48,6,20,0,0,17258,0,1
55,12,33,1680,3.5714,18700,0,0
42,12,0,0,0,23000,2,1
54,12,13,0,0,14800,2,1
51,12,24,660,2,5380,1,1
30,14,9,1260,8.1746,34550,1,1
49,12,3,0,0,15000,0,0
33,8,12,1880,3.5931,19175,0,0
53,13,7,0,0,20200,0,1
30,12,1,0,0,14000,2,1
54,12,34,1221,1.8762,11000,0,1
33,17,7,1980,4.5351,33552,3,0
34,12,0,0,0,15700,3,0
43,12,9,1960,3.6757,41800,0,1
34,12,6,0,1.0965,7300,3,0
50,14,32,1984,22.5,9600,0,1
32,12,8,0,0,16682,3,0
53,16,35,1880,13.554,18450,0,1
42,14,5,240,0,73600,4,1
54,14,27,910,4.9645,21520,2,1
30,17,9,0,2.3111,19730,3,1
60,12,21,1216,4.2339,28141,1,0
43,12,14,1840,1.8578,17350,0,0
56,9,11,784,1.2245,68035,0,1
45,16,5,300,2,31100,5,1
46,16,18,1880,21.429,12487,0,1
51,16,14,772,3.886,18600,0,1
39,14,6,2040,3.6948,19150,1,1
43,12,15,0,1.2245,14550,2,1
45,9,9,0,0,10090,3,0
40,12,11,2045,2.6667,17635,2,1
43,12,16,2141,5.3713,43500,0,1
39,14,8,0,1.749,16000,3,0
38,8,10,112,8.5333,63500,3,1
49,14,24,337,4.5918,17258,3,1
32,17,1,0,0,11920,2,1
51,12,15,0,0,14550,2,1
47,12,4,0,0,22225,2,1
53,12,19,0,0,27760,2,1
51,7,0,0,0,44988,0,0
53,12,12,1128,0,21700,1,0
32,12,6,1456,0,23820,2,0
34,8,5,0,0,10867,3,1
45,12,21,1877,4.5645,63500,0,1
37,12,2,0,0,22159,1,0
52,8,0,0,0,23000,0,0
47,12,10,0,0,17410,2,1
38,14,12,135,2.2222,31106,7,1
33,17,29,48,22.5,20880,3,1
37,12,10,1872,3.1975,28141,3,1
47,12,25,0,4.5918,20950,0,1
47,10,14,288,0,27400,2,1
31,16,13,1153,3.1633,17200,1,1
34,13,10,2052,8.0409,50300,3,0
39,14,5,0,1,26500,3,1
43,12,23,3225,10.459,17200,0,1
39,11,17,0,2.3896,20000,5,0
48,12,10,450,5.6391,13440,1,1
37,8,2,0,0.6564,19424,1,1
51,16,16,2147,2.3747,33220,0,1
39,17,19,2581,1.1217,30800,1,1
46,12,0,0,0,19365,3,1
58,12,33,1920,9.5785,18214,0,1
49,9,29,960,1.9724,18232,0,1
41,11,8,1944,1.749,20610,3,0
32,17,18,1200,6.5826,23100,4,0
38,12,5,0,0,15830,2,0
48,11,7,0,0,21620,1,0
42,13,11,1969,8.3333,21152,1,1
40,11,5,630,2.0635,24860,1,1
36,12,0,480,5.2,19820,0,0
37,16,3,680,8.3333,17500,5,0
34,12,16,2000,3.7294,13600,3,0
47,12,10,0,0,33570,1,1
33,16,12,1729,4.0816,17080,0,1
35,16,7,0,3.886,16300,3,0
51,13,3,0,0,26680,2,1
58,10,25,0,0,15500,0,0
44,12,3,0,3.9333,13390,1,1
54,12,7,0,0,22962,0,1
37,12,0,0,0,27000,1,0
48,13,18,1494,14.631,58500,0,0
31,12,1,0,0,12916,2,0
35,9,0,450,0,13300,3,0
45,17,25,2208,4.9819,8300,1,1
48,12,28,1600,6.9901,13740,0,1
37,14,2,0,0,36000,4,1
34,14,4,0,2,7232,7,1
31,9,6,0,0.8602,10190,3,1
34,12,10,0,0,16120,7,1
43,12,6,0,5.3935,35600,3,1
45,14,8,160,1.25,35207,3,1
48,16,7,0,6.2275,34000,2,0
32,12,3,800,2.25,23000,1,1
43,12,3,0,0,28070,3,0
36,12,0,0,0,14200,3,1
53,12,15,0,0,17505,0,1
34,12,2,608,4.7986,28316,1,1
47,14,37,1920,25,31000,0,1
57,12,5,2058,2.6,24751,0,1
48,15,8,0,3.5461,25700,1,1
41,12,4,239,0,20646,6,0
43,13,18,2045,3.25,22679,1,1
46,12,3,75,1.6,10020,0,1
42,12,11,1000,0,19424,1,1
32,12,7,1720,4,25633,1,1
32,10,8,0,0,10090,3,0
41,12,3,1080,0,35910,2,1
50,12,15,2000,2.3897,11225,0,1
49,17,28,2490,0.5426,23675,0,1
34,12,2,0,0,17500,1,1
51,14,16,15,4.5716,25561,0,0
52,16,1,0,0,34000,0,1
41,12,18,0,1.3889,19500,0,0
44,12,19,1640,3.6585,1500,3,0
60,12,11,2149,4,15850,2,1
40,12,6,1610,7.0667,38700,3,1
45,15,10,0,0,7700,0,1
41,16,15,0,0,20800,2,1
42,13,8,0,3.4722,20900,2,1
52,12,6,1101,2.6738,7850,0,1
49,14,2,0,0,15100,2,1
40,10,2,0,0,21000,3,1
31,10,4,0,0,4350,4,0
33,12,3,1969,2.9891,32300,2,0
31,15,2,2581,13.554,37300,3,1
48,11,7,0,0,21620,1,1
40,12,6,0,0,29800,3,1
41,11,9,0,0,9800,1,1
35,12,11,0,2.7778,17400,3,1
47,13,6,0,2.6375,6985,2,0
33,12,5,0,0,23500,4,1
34,13,18,1791,6.8677,30600,2,1
44,12,4,0,0,20300,1,1
43,12,2,1400,8.5333,17200,2,1
35,14,8,180,0,18874,5,0
31,14,3,0,0,5965,2,1
53,12,8,460,1.749,35100,0,1
42,12,20,2450,7.8431,26250,0,1
42,17,14,1721,0.5426,26100,0,1
48,12,25,2045,0,15000,1,1
30,15,3,1728,5.2521,26900,1,1
49,15,27,1920,8.3333,37700,0,1
54,13,14,2261,4.8651,29000,0,0
49,12,30,0,1.7442,16400,0,0
35,12,8,1920,2.6042,15500,0,0
30,12,11,1052,4.9645,26080,1,0
51,11,21,3000,0,14000,1,1
45,16,15,2040,0,19150,0,1
59,12,10,675,4.6875,36200,1,0
30,12,4,0,3.9333,30650,5,1
46,12,27,1589,1.8605,7500,0,0
48,17,1,0,0,30600,3,1
33,12,0,240,2.0833,15500,3,0
34,12,5,528,2.7778,40500,6,1
51,14,27,0,1.1293,35350,1,1
52,7,18,2045,0,16500,0,1
39,12,6,196,2.1429,20130,2,0
31,10,3,1200,4.3365,13120,3,1
36,17,3,1728,4.0541,55000,4,1
32,16,3,0,0,22995,2,1
56,12,6,0,0,30000,2,1
59,12,8,0,0,42250,2,1
55,14,18,1830,6.8677,37250,0,1
41,14,10,1220,4.698,30200,1,1
30,14,8,0,0,26040,2,1
43,17,14,1960,3.3333,52645,0,1
44,11,1,0,0,18900,2,1
34,12,2,0,1.8605,21700,3,1
47,17,4,1225,2.9388,10776,0,0
45,12,10,0,0.5,22225,0,1
45,9,3,0,0,10090,3,0
38,12,1,0,2.6375,23100,1,0
51,12,4,0,0,33671,3,0
43,9,17,0,0,14800,0,1
31,14,9,1220,6.4775,32650,2,1
30,12,0,240,2.0833,15500,3,0
37,11,9,2000,5.4126,35500,2,1
51,12,1,0,0,17000,0,1
47,12,20,1176,2.205,14000,3,0
41,12,2,0,0,24900,2,1
52,8,1,1275,0,68035,2,1
45,12,15,0,0,21700,1,1
34,11,0,0,0,15980,5,0
52,12,13,0,0,23500,4,0
33,12,11,120,0,17290,3,0
53,6,0,0,0,15150,3,0
43,14,12,480,6.875,23900,5,1
33,11,9,0,0,9800,2,1
37,13,4,0,0,13440,1,0
40,12,4,1800,3.9333,35910,1,0
36,17,21,3000,25,39100,1,1
38,5,3,0,0,7050,5,1
30,12,0,240,2.0833,15500,3,0
40,10,3,1224,1.3472,19180,0,1
30,12,3,0,0,14694,0,1
57,12,24,1960,0.1709,35200,1,1
30,12,15,989,3.6364,15800,1,0
31,14,4,0,0,12180,3,0
52,12,14,120,2,37300,3,1
38,14,5,0,0,15830,2,0
46,15,14,800,4.9763,16450,5,0
49,12,14,0,0,16736,2,1
30,17,11,3225,5.787,6719,0,0
51,8,11,0,3.2134,30000,0,1
44,17,6,1600,4.5918,34700,2,1
51,12,9,0,0,26680,1,1
31,12,4,0,0,4350,3,0
31,12,13,336,0.7143,19870,4,0
38,8,9,0,1.6,15500,4,1
53,12,3,0,0,27760,0,0
35,14,11,0,2.6375,39750,3,1
46,12,14,1976,3.9194,25500,1,1
41,12,1,526,0,17635,2,1
34,12,16,2143,3.6757,27000,2,0
31,12,4,1955,2.1545,12487,3,1
45,12,24,112,6.25,17000,0,0
33,12,6,400,1.625,5965,3,1
37,11,5,0,0,29500,1,1
30,17,18,960,3.5714,23000,1,1
32,7,2,0,0,6800,3,0
41,16,1,1830,4.0437,27200,0,1
51,12,7,0,0,22225,0,1
31,16,4,0,3.2143,42800,2,1
33,10,2,0,0,8009,3,0
40,10,7,0,1.7778,21040,3,1
32,14,0,1803,3.7879,18100,2,1
44,14,1,0,0,10550,0,1
48,12,21,2450,7.1429,19820,1,1
49,12,10,0,1.3472,18700,0,1
44,17,10,0,0,35910,4,0
40,12,19,1750,0,12239,2,1
43,17,3,490,5.0872,38800,1,1
51,12,16,1728,2.3185,22650,0,0
57,12,14,975,23.467,25500,0,1
53,7,11,1521,1.0938,24850,0,1
38,12,0,0,0,11000,0,1
44,12,22,2058,2.5,19237,1,1
54,17,14,0,0,24000,0,0
46,6,14,2000,2,13300,0,0
42,12,6,0,0,10455,2,1
50,16,6,0,4.9819,31431,2,1
30,7,8,0,0,16200,2,0
35,14,15,1400,1.25,45250,1,1
52,12,17,0,1.6,30300,0,1
56,12,5,0,0,15300,1,1
51,10,10,0,0,15150,0,0
30,11,5,800,0,10027,4,0
30,12,5,0,0,16700,2,1
37,11,6,0,3.5613,16200,5,1
32,12,10,1200,8.19,27300,6,0
54,17,20,1080,8.6111,40900,1,0
35,13,15,1330,3.6694,14027,4,1
42,12,9,1955,2.1545,12487,0,1
53,7,0,0,0,10700,0,0
46,12,10,0,0,20610,0,0
48,12,6,1000,4.8966,16000,1,1
41,17,19,893,8.5333,37300,2,1
36,12,9,780,1.8578,12000,3,0
46,12,10,0,2.7027,2400,0,0
48,16,2,288,3.2986,20320,1,0
46,16,15,1980,4.5455,27400,1,0
49,14,21,0,2.6667,32300,2,1
36,12,5,215,2.3333,30623,4,0
30,17,5,0,0,22000,2,0
49,12,1,0,0,8000,1,0
51,16,4,1803,7.0968,33220,0,1
37,14,12,1960,6.8677,11920,2,1
55,12,15,1910,0,21660,0,0
36,12,19,1823,3.354,23100,5,1
43,12,17,1579,0,25320,2,1
59,12,2,0,0,22200,0,1
58,10,25,0,0,15500,0,0
30,12,11,1840,2.9891,19500,0,0
43,12,7,1202,4.0816,35600,3,1
34,12,10,1500,0,32600,4,1
54,15,24,893,4.5918,7700,0,1
44,16,0,340,0,20883,3,0
31,12,17,2317,2.8054,10300,1,0
50,12,6,480,3.3333,14700,0,0
58,12,35,2100,6.6327,19424,0,1
59,12,31,525,0.6482,15500,0,1
36,12,14,0,0,41500,3,1
55,12,6,0,0.3571,16771,0,0
48,11,4,0,0,21620,1,1
40,12,8,0,0,21000,2,1
31,12,0,0,0,36000,4,1
44,12,8,1440,0,13399,1,0
31,16,6,583,2.7961,15810,3,1
34,12,10,0,0,5000,5,0
44,16,8,0,4.6875,26080,2,1
32,14,4,160,0,21400,3,1
46,8,0,0,0,19000,1,1
31,17,23,1020,6.4775,43550,1,0
48,16,19,1791,3.6757,39500,1,1
44,14,19,1600,2.6375,23900,2,1
34,14,9,0,0,21768,1,1
31,12,1,0,0,12916,2,0
54,12,19,0,2.2754,19500,0,0
37,12,19,532,3.2986,14209,3,1
45,12,25,848,0,24250,1,0
48,6,20,0,0,15189,0,1
45,12,25,1875,8.5333,31600,0,1
54,12,14,2272,2.6,22422,0,0
46,12,7,0,0,15550,2,1
45,12,23,2110,4.2347,17410,0,1
42,12,14,1678,2.205,17302,2,1
32,12,0,0,0,26900,4,1
33,12,18,0,0,12400,2,0
50,12,0,0,0,10550,0,1
53,12,3,0,0,14000,0,0
45,12,6,394,1.599,9563,0,0
43,12,35,2000,9.9331,36525,0,1
44,12,5,0,0,22000,1,1
54,12,14,3120,2.6042,18900,0,0
31,10,4,0,0,4350,3,0
33,13,4,900,0,40250,1,1
30,17,15,1302,6,24125,2,1
32,11,4,0,1.6667,15150,1,1
37,13,6,0,1.3889,18600,3,1
37,13,5,1656,7.8947,48800,1,1
39,12,6,196,2.1429,12807,4,1
31,12,4,1955,4.0816,12487,2,0
45,16,19,1568,0,90800,1,1
34,9,1,1348,2.2255,18100,4,0
57,6,20,1052,0,17258,0,1
45,12,15,1490,3.25,12160,0,0
38,12,3,0,2.1505,21850,5,1
53,16,14,2045,6.6335,38590,0,1
33,15,15,1984,2.6042,19840,2,0
54,15,19,0,0,20000,0,0
54,9,14,547,2.7027,32600,0,1
56,12,19,0,0,32000,0,1
35,12,2,0,0,42800,4,0
49,12,30,0,2.6667,18800,0,1
59,5,14,900,2.3111,5000,0,0
41,14,7,1600,4.5918,12900,3,1
43,8,3,288,1.2564,12260,3,1
34,17,8,1750,1,35700,0,1
32,17,12,372,2.9167,14500,2,0
45,12,11,0,0,10090,3,0
