fatheduc,motheduc,nkids,faminc,huswage,hushrs,husage,huseduc,city,unem,inlf,mtr
3,3,2,26680,11.945,2185,57,12,1,7.5,0,0.6215
7,7,0,12405,6.6519,1804,42,12,1,7.5,1,0.7215
10,7,3,50300,18.724,3000,34,16,1,7.5,1,0.4415
12,12,1,42000,10.823,3234,48,17,1,7.5,1,0.4615
12,12,0,24751,9.2308,1936,54,16,1,7.5,1,0.6615
7,7,2,37752,7.2296,2805,38,12,0,3,0,0.5215
12,10,3,21500,6.1204,2400,44,14,1,11,0,0.7215
7,7,3,13000,5,2000,42,6,0,7.5,1,0.7515
7,7,4,12048,4.1228,2183,33,10,0,11,1,0.7515
12,10,0,13810,5.2083,2005,47,10,1,9.5,1,0.7215
10,12,5,5000,0.7595,3160,39,12,0,7.5,0,0.8015
7,7,0,24000,10.407,2210,55,12,1,11,0,0.6615
7,7,2,13810,5.2808,2083,47,12,1,9.5,1,0.7215
7,7,0,29500,6.9149,2924,53,11,1,7.5,1,0.5815
3,7,4,30200,6.6775,2304,50,12,1,5,0,0.7215
7,7,0,22650,6.6872,2180,50,16,0,3,1,0.6615
12,12,0,30200,8.8458,1980,58,12,1,7.5,0,0.6915
12,12,3,13740,4.5851,2470,43,12,1,14,1,0.7215
10,7,2,28141,5.1042,2856,48,12,0,7.5,0,0.6615
7,10,4,15632,5.3846,768,49,8,0,9.5,1,0.7715
12,12,3,22200,6.679,2695,32,12,1,14,1,0.6915
17,10,1,40000,7.767,3060,43,17,0,7.5,0,0.5815
10,7,1,23920,5.2863,1748,59,8,0,9.5,1,0.7215
0,0,6,15200,3.3742,1304,38,9,1,7.5,1,0.7915
10,12,0,20950,6.4241,2610,56,12,1,5,0,0.6915
14,10,3,17410,9.375,2033,37,15,1,9.5,0,0.7215
7,7,2,37752,7.2296,2805,38,12,1,7.5,0,0.5215
3,12,4,17350,6.2972,2033,39,12,1,9.5,0,0.7515
12,7,2,11550,6.1111,1800,39,13,1,7.5,0,0.7815
7,12,3,33040,6.425,3250,50,14,1,9.5,1,0.61
7,12,1,24106,10.2,1763,40,15,0,9.5,0,0.6615
12,12,6,13900,5.4545,1960,33,12,0,7.5,1,0.7215
10,7,3,16073,6.9079,2025,38,12,1,7.5,1,0.7215
10,10,0,21574,7.7521,1880,56,10,0,14,1,0.7215
3,12,0,24656,7.5449,2140,47,17,1,11,1,0.6615
10,7,1,13390,4.5173,2080,45,12,0,11,1,0.7215
7,10,1,16600,6.0163,2327,45,10,0,14,0,0.7215
10,12,2,16050,7.1429,2240,32,16,0,11,1,0.6915
12,12,1,27200,11.594,1932,51,16,1,14,1,0.6215
7,12,2,22846,6.2339,2420,40,12,1,5,0,0.6615
7,7,1,9450,6.9215,1820,55,12,1,9.5,0,0.7515
10,10,2,18700,2.6961,2504,42,12,0,7.5,1,0.7215
12,12,1,20957,6.9149,2500,43,14,1,9,1,0.6615
9,7,2,22650,3.5807,3120,46,7,1,7.5,1,0.6615
7,7,3,23750,7.9365,2385,37,14,1,5,1,0.6615
9,14,2,39500,16.55,2006,59,12,1,7.5,1,0.61
3,12,1,32300,9.7959,2048,34,14,0,5,1,0.5815
16,14,0,16600,6.0163,1880,48,12,0,14,1,0.7215
7,7,1,28200,3.463,2700,48,9,0,3,0,0.7215
3,7,1,15000,7.8125,1920,44,10,1,5,1,0.6915
12,12,4,10660,3.5612,2125,39,14,1,7.5,1,0.7215
7,10,1,21620,8.2271,1984,55,14,1,7.5,0,0.7215
7,7,1,17410,7.4697,2142,60,15,1,11,0,0.7215
7,7,0,26080,4.8611,2420,55,10,1,5,1,0.6615
7,7,2,25500,13.333,2024,42,12,1,9.5,1,0.6615
12,12,0,21600,11.364,1848,56,12,1,7.5,1,0.6615
14,12,4,33552,12.161,2600,34,14,0,9.5,0,0.6915
0,7,6,13440,5.0434,2419,39,16,0,5,1,0.7715
16,14,2,24055,5.3571,2570,48,16,1,11,1,0.5515
3,10,0,8117,2.1194,2470,60,10,1,7.5,0,0.7515
10,12,3,12487,4.0884,2024,37,12,1,5,1,0.7515
3,7,2,26000,7.9365,3150,44,12,1,11,0,0.6615
3,7,1,6800,2.0562,3307,34,4,0,7.5,0,0.7915
7,12,2,34220,8.1776,2450,43,13,1,7.5,1,0.5815
7,7,1,31800,8.6806,2048,53,12,0,11,1,0.5815
9,7,0,25500,5.8366,2570,58,17,1,7.5,1,0.6215
10,7,2,29150,11.4,2400,40,12,1,14,1,0.6215
7,7,8,22995,4.5,3443,52,5,1,7.5,1,0.7515
0,0,1,12800,9.1429,175,48,10,1,14,1,0.7515
3,3,0,18900,2.5485,4120,53,8,0,5,1,0.6915
12,12,0,19151,4.3457,2350,40,12,1,7.5,1,0.7215
7,7,2,19434,8.1081,1850,35,17,0,7.5,1,0.7215
7,10,2,28200,9.2715,3120,43,16,1,9.5,0,0.5815
10,10,2,31106,9.3827,2680,51,12,1,11,0,0.6915
12,12,0,16300,1.2861,1700,59,12,1,9.5,1,0.6915
3,3,2,26680,11.945,2185,57,12,1,7.5,0,0.6615
7,7,3,19500,10.909,880,42,11,0,11,1,0.7515
7,12,0,33000,16.403,1896,37,17,1,9.5,1,0.5515
12,7,3,16400,13.333,760,38,11,1,14,1,0.7215
12,10,2,18010,7.2917,2030,32,16,1,7.5,1,0.7215
7,7,2,14800,6.5778,2250,33,12,1,9,0,0.7515
7,12,3,17200,5.4545,2400,38,11,1,14,1,0.7215
7,7,2,55000,12.478,2700,47,17,1,7.5,1,0.4615
7,7,0,29553,13.243,2040,49,15,1,14,0,0.5815
7,16,2,28363,8.867,2205,49,17,1,14,1,0.6615
7,10,4,15150,6.6893,2205,35,11,1,11,1,0.7515
10,10,1,8009,4.2708,2600,55,8,1,9,0,0.7515
7,12,0,10592,1.4806,4334,58,8,1,7.5,0,0.7515
7,7,1,16225,6.0204,1960,39,12,0,7.5,1,0.7215
7,7,2,13600,2.9762,2016,40,12,1,14,1,0.7215
0,0,2,21800,6.1204,2160,51,7,1,7.5,0,0.6915
16,7,3,21700,10.193,2142,42,12,1,11,0,0.6915
7,7,0,13350,5.8669,1520,52,12,0,11,0,0.7215
7,7,2,29800,8.0769,1750,44,14,0,7.5,0,0.5815
12,9,1,24350,7.8883,2880,46,12,0,7.5,1,0.6615
10,7,0,18795,5.222,1914,45,8,1,7.5,1,0.7215
7,12,4,24860,3.4415,3260,31,12,1,7.5,1,0.7215
12,12,4,23500,9.3204,2500,34,13,1,11,0,0.6615
12,12,0,13000,1.2861,3443,45,17,1,11,1,0.7215
14,14,3,4000,3,800,33,14,1,9.5,0,0.7815
12,12,2,33856,7.9082,2164,58,12,1,11,1,0.7215
12,12,0,42430,11.864,2100,58,14,1,9.5,1,0.5215
12,10,0,32685,13.959,1700,53,17,0,3,0,0.5815
7,12,5,13075,8.781,1920,33,12,1,14,0,0.7515
7,7,0,30650,7.0575,2455,48,10,1,9.5,0,0.5815
7,7,0,14756,7.2274,1605,55,12,1,7.5,0,0.7215
14,7,1,17500,3.8462,2280,60,10,1,7.5,0,0.7215
7,3,3,13300,6.2972,1980,42,12,1,5,1,0.7215
12,16,0,20950,7.52,2610,53,16,1,7.5,0,0.6915
7,7,3,21500,8.5106,2068,45,12,1,5,0,0.7215
7,7,3,12367,6.4241,1785,46,10,0,7.5,0,0.7515
3,3,0,20320,6.9231,1040,49,16,1,11,1,0.6915
10,12,3,21943,3.1531,2880,49,16,1,5,0,0.7515
10,10,0,28316,4.1995,3390,47,12,1,7.5,1,0.6215
7,7,4,35910,8.8149,2632,40,16,1,7.5,1,0.5815
7,7,4,10027,4.2092,2352,31,14,0,3,0,0.7715
7,12,3,19855,6.6379,2590,44,12,1,9.5,0,0.7215
7,7,2,24466,7.75,2400,42,9,1,11,0,0.6915
7,7,0,36200,8.3333,2400,52,12,1,3,1,0.5515
14,7,3,21650,9.0659,2248,38,8,1,7.5,0,0.6915
3,14,3,35500,3.1836,5010,47,17,0,7.5,1,0.58
3,7,3,8117,4.0625,2178,35,7,0,7.5,0,0.7815
3,7,2,15830,3.8911,2570,31,12,1,7.5,1,0.7215
7,7,0,28000,6.6667,2400,43,12,1,9.5,1,0.6215
7,7,2,24751,11.47,2040,57,10,1,5,0,0.6615
12,16,0,24900,10.407,2041,39,12,1,14,1,0.6615
3,3,3,13579,10.909,175,51,11,1,11,1,0.7215
10,10,0,22300,7.2562,2205,51,13,1,9.5,0,0.7215
7,7,1,15500,1.9286,3500,51,12,0,7.5,0,0.7215
10,12,2,31875,8.279,2550,53,12,1,7.5,1,0.6615
14,3,3,42430,16.403,2450,34,14,0,9.5,0,0.5215
12,12,0,16000,0.7595,4684,59,12,1,7.5,1,0.6615
7,7,0,25516,9.1748,2140,47,16,1,9.5,1,0.6215
7,7,5,5000,0.9615,3120,49,12,0,3,0,0.9415
14,16,1,36200,10,2400,34,17,0,5,1,0.5515
7,3,2,14545,3.8246000000000002,2144,46,9,0,5,1,0.7215
14,12,1,22300,7.2562,2300,51,12,1,5,0,0.6615
7,7,1,16300,12.789,950,51,8,1,5,1,0.7515
7,9,0,56100,40.441,1360,57,16,1,5,0,0.4415
10,10,0,14000,4.2206,2040,47,11,0,11,1,0.7215
7,7,4,24470,10.487,1880,38,17,1,11,0,0.6615
7,7,3,96000,40.509,2940,44,16,1,7.5,0,0.4415
7,7,0,36200,8.3333,2286,46,11,1,7.5,1,0.61
12,7,3,19600,8.0523,1987,51,12,1,14,0,0.7215
3,7,4,21014,5.1282,3340,52,12,1,7.5,0,0.7215
7,7,0,20300,7.8125,2200,52,15,1,14,1,0.6915
7,7,2,22897,4.2975,3644,37,12,0,14,1,0.7215
3,3,0,20320,6.9231,1987,49,16,1,11,1,0.6915
7,7,1,29200,9.8039,2192,49,11,1,5,1,0.6215
12,7,2,37100,4.5064,4160,39,13,0,5,0,0.5515
7,7,2,9090,4.2293,2128,42,12,0,7.5,0,0.7715
12,12,1,37300,9.375,2880,43,16,1,9,0,0.5815
7,7,1,28070,7.1825,3443,51,12,0,7.5,0,0.7515
10,7,4,47500,12,2210,34,16,1,7.5,1,0.4615
7,10,2,16200,7.52,1935,40,12,0,14,0,0.7215
7,12,1,16310,4.0288,2708,39,12,0,5,1,0.7215
3,7,1,33040,8.6382,1765,47,9,1,11,1,0.6615
17,12,2,29300,14.114,2137,46,17,1,7.5,0,0.6215
7,7,3,13700,10.022,1587,39,12,1,5,0,0.7215
7,14,1,28200,8,2375,47,14,1,5,1,0.6215
7,7,1,19151,9.2567,2139,56,12,1,14,0,0.6915
3,7,1,10455,5.538,2326,44,16,0,7.5,1,0.7515
10,12,3,21943,11.685,2450,39,16,1,9.5,0,0.7515
16,16,0,8630,4.7468,1690,50,12,1,5,1,0.7915
7,7,2,9090,4.2293,2128,42,12,0,3,0,0.7715
7,7,0,31000,13.333,1350,42,12,1,7.5,1,0.5815
0,0,0,10040,4.4444,2250,60,11,1,9.5,0,0.7515
16,17,2,13066,6.6379,1160,35,12,1,11,1,0.7215
0,0,6,15200,3.3742,1795,37,9,1,7.5,1,0.7915
12,16,0,24717,5.7343,2470,56,17,1,11,1,0.6215
7,10,4,22600,7,2500,43,12,0,9.5,1,0.6915
14,12,0,14000,2.7998,2016,40,14,1,14,1,0.7215
7,7,1,29400,12.789,2024,51,8,1,5,1,0.6915
10,7,0,15000,2.7,2040,58,12,0,3,0,0.7215
7,10,2,14750,5,2205,40,12,1,11,0,0.7515
12,12,2,13700,4.9669,2921,32,12,0,7.5,0,0.7515
17,12,2,26400,13.725,880,37,17,1,7.5,1,0.5815
12,10,2,16860,1.9835,3317,46,12,0,7.5,1,0.7215
3,0,0,12800,9.1429,175,48,10,1,14,1,0.7515
3,7,3,16200,4.0625,1920,35,7,0,7.5,0,0.7515
9,12,1,12180,3.4615,2326,51,8,1,9.5,1,0.7515
7,7,0,21650,5.6738,2400,46,10,1,5,1,0.6615
7,3,3,35700,9.7959,2000,39,12,1,7.5,1,0.6615
7,7,0,7700,3.1111,900,56,12,1,9.5,0,0.7715
7,7,0,26613,9.2725,2103,51,16,0,7.5,1,0.6915
12,12,0,24600,6.6182,2284,53,13,0,7.5,1,0.6615
10,7,3,51200,16.667,3000,34,17,1,7.5,1,0.4415
10,10,0,35702,5.2423,2940,58,14,1,7.5,1,0.58
7,7,5,21823,6.085,2455,44,13,1,7.5,0,0.7515
10,12,1,20880,9.3333,2400,41,12,1,7.5,1,0.7215
7,10,1,36150,11.719,2990,53,16,1,11,0,0.5515
17,14,0,15189,7.1825,2520,42,16,0,5,0,0.7215
7,3,2,23600,11.929,1928,42,12,1,5,1,0.6615
3,7,0,11000,3.8095,2100,47,4,0,7.5,1,0.7515
7,7,3,37600,15.152,800,38,12,1,9,0,0.5515
7,7,0,25561,7.2222,2300,58,12,0,14,1,0.6215
7,10,3,16600,7.0578,2352,37,7,0,5,0,0.7215
12,10,0,25704,5.2423,2794,58,8,1,7.5,1,0.5515
17,12,2,10090,8.3333,1795,42,16,1,7.5,0,0.7515
7,10,1,19013,4.3287,2945,37,8,0,7.5,1,0.7215
10,10,1,27760,6.9103,1950,54,16,1,11,0,0.6215
14,16,4,36000,8.0769,2600,33,14,0,3,0,0.6215
10,7,4,47500,18.964,2054,34,16,1,7.5,1,0.4615
12,7,4,32685,11.4,2400,40,12,1,7.5,0,0.6215
7,3,2,14545,3.8246000000000002,2144,46,9,0,5,1,0.7215
12,12,5,10000,4.8638,2056,33,12,0,7.5,0,0.7815
7,7,0,7608,3.342,3432,50,10,0,7.5,0,0.7715
9,9,0,56100,40.441,1360,54,16,1,5,0,0.4415
3,10,0,18450,2.5485,4120,53,8,0,5,1,0.6915
10,7,0,18795,10.417,1080,35,12,0,7.5,1,0.7215
7,7,0,32500,6.0453,1985,55,12,1,14,1,0.64
10,12,2,40005,6.54,2600,46,16,1,14,1,0.5515
16,16,1,24580,10.228,2600,45,16,1,5,1,0.64
12,10,2,30300,9.3235,1700,53,12,0,3,0,0.5815
7,3,1,16150,5.0408,2817,55,4,0,3,0,0.7515
7,10,1,19800,4.8885,1680,40,12,1,5,1,0.6915
7,7,2,16640,4.3834,2499,47,12,0,9.5,0,0.7215
7,10,2,17200,1.8437,2895,30,12,0,7.5,1,0.7215
12,12,1,48800,17.25,1913,52,16,1,7.5,0,0.5215
7,12,2,14500,4.4479,2000,31,12,1,7.5,0,0.7215
7,7,0,22000,4.3945,2500,47,12,1,9.5,1,0.6615
7,7,0,28600,4.9181,2467,48,12,1,5,0,0.5815
10,17,2,22000,6.5934,2500,43,14,1,7.5,1,0.6615
16,16,2,31800,3.131,4160,48,14,0,7.5,0,0.6215
16,12,2,18600,5,2280,32,12,0,5,0,0.6915
12,3,0,16300,3.8095,3443,48,8,1,9.5,0,0.7215
9,7,0,22897,5.7343,1927,53,7,0,7.5,1,0.6915
12,14,4,23500,13.333,2005,43,17,1,7.5,0,0.6615
7,7,0,18500,8.9329,1760,52,11,1,7.5,0,0.6915
12,12,1,24800,8.3333,2400,52,17,1,14,0,0.6915
16,7,2,50300,19,2500,34,13,1,7.5,1,0.4415
7,7,4,24055,5.4487,2880,44,14,1,7.5,1,0.6915
7,7,2,13120,4.5173,1680,45,4,0,14,1,0.7515
3,3,3,10190,3.2762,1984,34,12,0,14,0,0.7915
16,16,1,8400,7.4266,1690,53,12,1,5,0,0.7915
7,7,3,4350,3.6458,960,33,9,0,7.5,0,0.9415
14,12,1,18150,9.7618,1725,49,15,1,14,1,0.6915
7,7,2,32242,6.6618,1670,53,12,1,11,0,0.6215
7,12,2,12900,7.6843,1222,45,16,1,7.5,1,0.7215
16,16,1,29000,9.4545,2750,38,15,0,9.5,0,0.6615
7,7,2,17640,5,2777,34,12,0,7.5,1,0.7215
7,12,4,28600,4.4507,2208,53,12,1,5,0,0.6615
10,10,4,21000,7.767,2060,41,12,1,5,1,0.7215
7,7,2,37600,14.077,2600,34,17,1,9,0,0.5215
12,12,1,7040,4.8077,2832,37,13,0,5,0,0.7915
7,7,0,16576,2.217,3380,57,8,0,7.5,0,0.7215
7,14,4,10000,6.2972,2352,30,14,0,3,0,0.7715
7,0,0,8300,2.9762,1680,60,8,1,7.5,0,0.7815
9,7,4,14100,3.75,1640,40,16,0,3,1,0.7515
7,7,1,22159,2.6667,3000,52,5,0,7.5,0,0.7515
3,7,0,33570,10.24,2552,43,17,1,7.5,1,0.61
7,10,1,12916,2.3251,3660,31,12,0,3,1,0.7515
7,7,2,14884,5.851,1920,52,16,1,9.5,1,0.7515
9,12,4,26201,8.7866,2390,47,13,1,9.5,0,0.6615
3,7,3,27000,7.5,2945,41,12,1,9.5,1,0.6215
7,7,0,32000,11.719,2455,58,10,1,9,0,0.5815
3,7,1,66300,26.578,640,46,12,1,7.5,1,0.5
17,16,0,33000,10.913,2413,51,16,1,7.5,1,0.5815
12,12,1,13390,5.0833,1800,32,11,0,11,0,0.7515
10,10,0,27760,7.8125,1950,47,16,1,7.5,1,0.6215
16,14,0,20300,9.6436,1968,52,16,1,11,1,0.6615
10,10,2,16860,4.3413,2036,46,12,1,7.5,1,0.7215
12,12,1,16073,7.4697,2142,37,12,0,11,0,0.6915
12,7,0,35207,11.277,2040,54,12,0,9.5,1,0.5815
7,7,2,12400,3.7875,2165,52,7,0,7.5,0,0.7715
0,7,6,13440,5.0434,2419,39,14,0,5,1,0.7715
7,12,4,26400,11.667,2400,37,12,1,7.5,1,0.6615
7,7,5,17640,5.2734,2048,41,12,0,5,0,0.7515
7,7,2,13400,4.2975,3644,46,12,0,3,0,0.7215
7,7,2,25561,7.3064,3000,58,12,0,14,1,0.6215
7,7,1,12500,3.1863,2040,46,12,0,7.5,1,0.7215
7,9,1,9400,2.3251,2068,47,4,0,7.5,1,0.7515
7,10,1,16100,6.2278,2185,44,17,0,5,1,0.7215
7,7,2,37100,10.05,1995,46,12,1,14,1,0.6215
7,7,0,19876,9.2567,2139,52,16,1,14,0,0.6915
16,7,4,25500,5.2632,3250,31,17,1,9.5,0,0.6615
0,0,0,13000,4.4755,2860,49,8,0,3,0,0.7215
7,12,3,22502,5.4967,2456,37,16,0,11,1,0.6615
7,7,0,16600,9.5545,760,46,17,1,7.5,1,0.72
10,10,2,11550,2.6701,1800,53,13,1,7.5,1,0.7515
12,12,6,19700,8.2604,1987,37,12,1,14,0,0.7215
7,7,1,20300,7.1429,1680,46,12,1,9.5,0,0.7215
7,7,3,28200,7.0423,2700,39,12,0,5,0,0.7215
7,7,3,13250,4.7468,1770,44,9,1,11,0,0.7815
7,10,0,18000,6.3776,2250,37,14,0,9.5,0,0.6915
10,7,4,15897,6.0069,768,49,8,1,14,1,0.7715
7,7,2,35500,6.0531,2552,38,12,0,14,1,0.5815
3,7,3,16200,4.0625,1920,35,7,0,7.5,0,0.7815
14,12,0,32275,5.2632,2850,42,12,1,14,1,0.6915
7,7,0,18520,9.5745,1880,55,12,0,11,0,0.6915
10,10,0,35641,8.0769,2000,56,16,1,14,1,0.5815
16,14,6,40500,10.228,2700,36,17,0,14,1,0.5815
16,12,1,20880,7.2222,2700,33,12,0,7.5,0,0.6915
14,12,8,42800,14.114,1998,40,17,1,11,0,0.5815
10,10,0,24580,9.1748,1820,50,8,0,7.5,0,0.6615
3,3,7,5550,3.1836,1040,57,7,1,11,0,0.9415
7,10,0,33100,15.152,1980,37,16,1,9.5,0,0.6215
17,17,2,28900,5.4152,3856,48,15,1,11,0,0.6615
16,12,4,16370,6.6872,1944,40,16,1,11,1,0.7215
7,3,0,22422,9.2972,1995,55,12,1,11,0,0.6915
12,14,2,51200,21.786,2000,47,13,1,14,0,0.4415
3,10,0,14884,5.55,880,47,11,1,9.5,1,0.7515
7,10,1,16240,7.9787,1880,51,12,0,11,0,0.7215
10,10,1,42250,13.466,3119,30,17,1,5,0,0.4915
7,7,1,16500,5.5556,1820,41,12,1,5,1,0.7215
7,7,1,20300,7.1429,1680,46,12,1,14,0,0.6915
7,7,4,35207,10.6592,3193,48,14,1,7.5,0,0.5815
16,16,1,43550,10.5,1880,52,17,0,5,1,0.4915
12,12,3,24580,6.2762,2390,41,12,0,5,1,0.6615
7,7,0,7574,3.8367,1520,55,8,0,3,1,0.7915
3,7,4,44988,8.6359,3680,38,16,1,5,1,0.5215
10,10,0,15420,4.2708,1990,55,8,1,14,1,0.6915
7,7,4,28300,10.913,2100,38,17,1,7.5,0,0.6615
10,12,1,13120,2.7821,3000,35,12,1,9.5,1,0.7215
3,7,2,47000,10.05,1990,49,8,1,14,1,0.6615
7,7,1,12092,8.867,1218,32,10,0,3,0,0.7515
12,7,2,45205,6.54,2000,50,17,1,3,1,0.61
17,12,2,39100,10,2000,35,17,1,9.5,1,0.61
7,7,3,11050,3.5417,1920,53,10,0,5,1,0.7815
12,16,2,33671,6.5934,1820,57,10,0,7.5,1,0.7215
7,10,0,32000,11.107,2400,45,17,1,9.5,1,0.5815
12,7,0,16225,6.4834,1928,44,12,0,11,1,0.7215
12,12,1,22000,11.411,2760,33,17,1,9.5,0,0.6615
12,3,2,52600,7.5727,3080,35,15,0,5,1,0.4915
12,12,3,35200,11.29,1880,39,12,1,7.5,1,0.5815
7,7,2,34220,9.1667,2140,42,11,1,7.5,1,0.5815
7,12,4,28200,3.463,2700,48,12,0,7.5,1,0.7215
14,10,0,38800,11.277,1677,58,17,1,11,1,0.5515
17,10,5,29650,7.1006,3380,34,12,0,11,1,0.64
7,10,4,17080,4.686,2070,36,10,1,7.5,1,0.7515
12,12,0,15652,4.7883,1984,42,12,0,7.5,1,0.7215
12,12,4,19151,6.1498,2250,35,12,1,9.5,1,0.7215
12,12,1,37100,4.5064,3120,39,14,1,5,1,0.6215
7,7,0,32000,12.22,2470,58,17,1,9.5,1,0.61
7,9,2,21600,4.1458,2400,47,9,1,11,0,0.6615
7,12,2,12077,5.2863,1135,40,10,1,9.5,1,0.7215
7,12,2,29800,15.429,1750,41,12,1,9.5,1,0.5815
7,12,3,5330,1.74,2000,38,12,0,11,1,0.7915
10,7,1,24500,7.093,2053,45,17,1,14,1,0.6215
12,12,3,24656,7.5449,2701,47,17,1,5,0,0.6915
10,7,1,28141,6.1204,2383,48,12,1,7.5,1,0.6615
12,12,4,27000,8.577,2383,39,12,1,3,0,0.6215
16,10,0,27000,6.1498,4160,57,16,1,7.5,0,0.6215
12,14,2,18900,5.6922,2535,33,14,1,11,1,0.7215
3,3,0,55000,26.578,768,47,16,1,14,1,0.5
7,7,5,28069,5.3061,2500,42,12,0,7.5,1,0.7215
7,7,0,32275,6.917,2256,45,16,1,11,0,0.6615
17,17,0,37300,10.6592,3020,33,17,1,14,1,0.5
7,7,0,12400,6,2000,51,12,0,11,0,0.7515
7,7,0,20460,6.6667,2250,53,12,1,5,1,0.7215
12,10,2,30300,9.3235,1700,53,17,1,11,0,0.6215
7,14,1,29400,10.606,1824,56,10,1,11,1,0.6215
7,12,2,20050,4.7101,2390,44,12,0,11,1,0.6915
7,7,2,22582,7.5833,1960,54,14,0,9.5,0,0.7215
14,12,3,38700,12.245,2140,48,15,1,7.5,1,0.5215
9,10,0,56100,40.441,1360,39,16,1,5,0,0.4415
3,7,0,21900,10.01,2088,55,11,1,5,0,0.6615
14,12,3,24860,6.5934,2850,37,17,1,5,0,0.6915
12,7,0,26060,8.2271,2420,53,10,1,14,1,0.64
7,7,0,25561,10.417,2260,58,12,0,14,1,0.6215
7,3,4,44988,12,2100,52,16,0,14,0,0.5215
12,7,0,42430,12.548,2630,55,10,1,5,0,0.5215
7,10,1,29553,13.243,2178,47,10,1,9,0,0.5815
7,7,0,18500,6.0069,2071,52,11,1,7.5,0,0.6915
7,7,3,7300,2.9528,1920,53,10,0,5,1,0.7815
0,0,2,21800,6.1204,2160,51,11,1,7.5,0,0.6915
12,7,1,24795,7.3061,2450,59,12,1,9.5,0,0.6915
3,10,0,8117,2.1194,2470,50,10,1,9.5,0,0.7515
10,12,2,24000,9.375,1680,32,16,1,9.5,1,0.6615
7,12,3,5965,0.7038,1560,35,8,0,11,1,0.8015
17,12,0,31800,6.73,2450,41,16,1,11,1,0.5515
10,7,5,88000,23.81,2625,38,12,1,9.5,1,0.4415
7,7,0,21900,10.01,2088,55,12,1,7.5,0,0.6915
17,12,2,25490,11.4,1278,31,12,1,14,1,0.6615
0,0,6,15200,3.3742,1304,38,9,1,7.5,1,0.7915
7,7,0,23700,7.6782,2188,48,12,1,7.5,1,0.6215
16,12,2,63200,29.644,2024,51,17,1,14,0,0.4415
9,7,2,9400,6.6379,2420,47,12,1,5,1,0.7515
3,12,0,25500,8.5366,1952,58,12,0,14,1,0.6215
10,10,0,88000,40.509,1176,45,12,1,14,0,0.4415
17,14,0,25704,5.4967,2552,46,17,1,7.5,1,0.6215
7,7,0,14756,13.542,288,51,11,1,5,1,0.7515
12,12,2,26350,12,2000,39,17,1,9.5,1,0.58
10,10,3,31000,7.5,2880,32,12,0,9.5,1,0.6215
7,7,3,15000,3.8864,2610,38,12,0,11,1,0.7515
14,12,1,15500,4.0253,3478,53,12,1,11,0,0.6915
10,7,2,24149,7.2362,1528,47,12,1,7.5,1,0.7215
7,3,7,7232,4.8077,1040,51,7,0,9.5,0,0.9415
7,10,4,19175,3.1056,3542,41,12,1,11,1,0.7515
7,7,1,12500,6.9079,1520,52,12,0,11,0,0.7215
3,12,2,16736,5.6738,2115,45,10,0,7.5,1,0.7515
12,12,0,27017,7,2000,56,8,1,14,1,0.6615
7,3,4,17635,1.3792,3268,46,12,1,7.5,0,0.7815
7,7,1,28363,7.8125,2205,46,12,0,14,1,0.6915
7,7,5,18874,9.375,2310,45,10,1,14,0,0.7215
12,7,2,20300,1.9854,2640,49,12,1,11,0,0.6915
12,12,2,30300,9.3235,1700,53,17,0,3,1,0.64
7,12,0,11050,4.8843,2160,59,8,1,7.5,0,0.7515
7,7,0,13350,6.5778,2250,55,12,1,9,0,0.7215
10,7,0,22150,4.4507,2139,48,12,1,14,1,0.6915
7,12,3,17400,6.1,2000,46,12,0,7.5,0,0.7515
7,7,2,16225,3.4615,2777,34,12,0,7.5,1,0.7215
7,10,0,40800,7.2308,3120,49,12,1,7.5,0,0.5215
7,7,1,29400,13.021,1920,49,16,1,14,0,0.6215
7,7,4,23591,7.6993,2025,35,17,1,11,1,0.6615
10,7,1,21574,7.7521,1880,37,14,0,14,1,0.7215
10,7,0,45500,15.152,1960,47,13,1,11,1,0.5515
7,10,2,14000,6.2972,1920,42,8,1,14,1,0.7515
7,12,1,29612,11.562,1384,39,12,0,11,1,0.6915
7,7,5,21823,7.5688,2520,37,13,1,7.5,0,0.7215
10,10,3,32590,7.7519,3268,53,14,1,7.5,1,0.6615
7,7,1,28070,3.1863,2040,60,12,0,7.5,1,0.7215
7,7,1,28700,8,2375,50,14,1,5,1,0.5815
0,3,2,17080,6.1204,2140,49,16,1,14,0,0.7515
12,7,1,19392,8.3369,2315,42,15,0,11,0,0.6915
3,3,0,9600,3.9161,1430,51,17,1,7.5,1,0.7515
7,7,0,40900,13.021,2600,53,12,1,9.5,1,0.5215
7,7,0,28200,6.393,3410,50,10,1,14,1,0.5815
10,10,0,20528,3,2060,47,8,0,7.5,1,0.7215
12,12,3,26500,10,2137,37,17,1,7.5,1,0.6215
14,12,0,21100,5.0366,2184,55,12,0,9.5,0,0.7515
7,7,1,19424,12.789,950,51,8,1,5,1,0.7515
3,10,4,14750,6.9215,2205,40,11,1,11,0,0.7515
7,3,3,12000,4.7059,2550,31,12,0,14,0,0.7515
3,7,0,48800,14.583,2632,48,16,1,9.5,1,0.4915
7,12,2,6985,3.4077,2010,37,12,0,14,1,0.7715
10,7,0,18500,8.9329,2248,52,8,1,7.5,0,0.6915
7,7,3,16370,7.8039,1999,37,12,1,14,1,0.7215
7,12,0,37700,8.8145,2280,52,12,1,7.5,1,0.5815
